setting,es,group,centile,rank,final.rank,effective.group
all,0.22,depression,3.57,3.57th,3.57th percentile rank,lower (≤25th percentile)
all,0.22,depression,4.29,4.29th,4.29th percentile rank,lower (≤25th percentile)
all,0.23,depression,4.29,4.29th,4.29th percentile rank,lower (≤25th percentile)
all,0.24,depression,4.29,4.29th,4.29th percentile rank,lower (≤25th percentile)
all,0.25,depression,4.29,4.29th,4.29th percentile rank,lower (≤25th percentile)
all,0.26,depression,4.29,4.29th,4.29th percentile rank,lower (≤25th percentile)
all,0.27,depression,4.29,4.29th,4.29th percentile rank,lower (≤25th percentile)
all,0.28,depression,4.29,4.29th,4.29th percentile rank,lower (≤25th percentile)
all,0.29,depression,4.29,4.29th,4.29th percentile rank,lower (≤25th percentile)
all,0.29,depression,5,5.00th,5.00th percentile rank,lower (≤25th percentile)
all,0.3,depression,5,5.00th,5.00th percentile rank,lower (≤25th percentile)
all,0.31,depression,5,5.00th,5.00th percentile rank,lower (≤25th percentile)
all,0.32,depression,5,5.00th,5.00th percentile rank,lower (≤25th percentile)
all,0.33,depression,5,5.00th,5.00th percentile rank,lower (≤25th percentile)
all,0.33,depression,5.71,5.71st,5.71st percentile rank,lower (≤25th percentile)
all,0.34,depression,5.71,5.71st,5.71st percentile rank,lower (≤25th percentile)
all,0.34,depression,5.71,5.71st,5.71st percentile rank,lower (≤25th percentile)
all,0.35,depression,6.43,6.43rd,6.43rd percentile rank,lower (≤25th percentile)
all,0.36,depression,6.43,6.43rd,6.43rd percentile rank,lower (≤25th percentile)
all,0.37,depression,6.43,6.43rd,6.43rd percentile rank,lower (≤25th percentile)
all,0.37,depression,7.14,7.14th,7.14th percentile rank,lower (≤25th percentile)
all,0.38,depression,7.14,7.14th,7.14th percentile rank,lower (≤25th percentile)
all,0.38,depression,7.14,7.14th,7.14th percentile rank,lower (≤25th percentile)
all,0.38,depression,7.14,7.14th,7.14th percentile rank,lower (≤25th percentile)
all,0.39,depression,8.57,8.57th,8.57th percentile rank,lower (≤25th percentile)
all,0.4,depression,8.57,8.57th,8.57th percentile rank,lower (≤25th percentile)
all,0.4,depression,8.57,8.57th,8.57th percentile rank,lower (≤25th percentile)
all,0.41,depression,9.29,9.29th,9.29th percentile rank,lower (≤25th percentile)
all,0.42,depression,9.29,9.29th,9.29th percentile rank,lower (≤25th percentile)
all,0.43,depression,9.29,9.29th,9.29th percentile rank,lower (≤25th percentile)
all,0.44,depression,9.29,9.29th,9.29th percentile rank,lower (≤25th percentile)
all,0.44,depression,9.29,9.29th,9.29th percentile rank,lower (≤25th percentile)
all,0.44,depression,9.29,9.29th,9.29th percentile rank,lower (≤25th percentile)
all,0.45,depression,10.71,10.71st,10.71st percentile rank,lower (≤25th percentile)
all,0.46,depression,10.71,10.71st,10.71st percentile rank,lower (≤25th percentile)
all,0.46,depression,10.71,10.71st,10.71st percentile rank,lower (≤25th percentile)
all,0.47,depression,12.14,12.14th,12.14th percentile rank,lower (≤25th percentile)
all,0.47,depression,12.14,12.14th,12.14th percentile rank,lower (≤25th percentile)
all,0.47,depression,12.14,12.14th,12.14th percentile rank,lower (≤25th percentile)
all,0.47,depression,12.14,12.14th,12.14th percentile rank,lower (≤25th percentile)
all,0.47,depression,14.29,14.29th,14.29th percentile rank,lower (≤25th percentile)
all,0.48,depression,14.29,14.29th,14.29th percentile rank,lower (≤25th percentile)
all,0.49,depression,15,15.00th,15.00th percentile rank,lower (≤25th percentile)
all,0.5,depression,15,15.00th,15.00th percentile rank,lower (≤25th percentile)
all,0.51,depression,15.71,15.71st,15.71st percentile rank,lower (≤25th percentile)
all,0.51,depression,16.43,16.43rd,16.43rd percentile rank,lower (≤25th percentile)
all,0.52,depression,16.43,16.43rd,16.43rd percentile rank,lower (≤25th percentile)
all,0.53,depression,16.43,16.43rd,16.43rd percentile rank,lower (≤25th percentile)
all,0.54,depression,16.43,16.43rd,16.43rd percentile rank,lower (≤25th percentile)
all,0.55,depression,16.43,16.43rd,16.43rd percentile rank,lower (≤25th percentile)
all,0.56,depression,16.43,16.43rd,16.43rd percentile rank,lower (≤25th percentile)
all,0.57,depression,16.43,16.43rd,16.43rd percentile rank,lower (≤25th percentile)
all,0.57,depression,17.14,17.14th,17.14th percentile rank,lower (≤25th percentile)
all,0.58,depression,17.14,17.14th,17.14th percentile rank,lower (≤25th percentile)
all,0.58,depression,17.14,17.14th,17.14th percentile rank,lower (≤25th percentile)
all,0.58,depression,19.29,19.29th,19.29th percentile rank,lower (≤25th percentile)
all,0.59,depression,19.29,19.29th,19.29th percentile rank,lower (≤25th percentile)
all,0.59,depression,19.29,19.29th,19.29th percentile rank,lower (≤25th percentile)
all,0.59,depression,19.29,19.29th,19.29th percentile rank,lower (≤25th percentile)
all,0.59,depression,19.29,19.29th,19.29th percentile rank,lower (≤25th percentile)
all,0.6,depression,20.71,20.71st,20.71st percentile rank,lower (≤25th percentile)
all,0.6,depression,20.71,20.71st,20.71st percentile rank,lower (≤25th percentile)
all,0.6,depression,22.14,22.14th,22.14th percentile rank,lower (≤25th percentile)
all,0.61,depression,22.14,22.14th,22.14th percentile rank,lower (≤25th percentile)
all,0.61,depression,22.14,22.14th,22.14th percentile rank,lower (≤25th percentile)
all,0.62,depression,22.86,22.86th,22.86th percentile rank,lower (≤25th percentile)
all,0.62,depression,23.57,23.57th,23.57th percentile rank,lower (≤25th percentile)
all,0.63,depression,23.57,23.57th,23.57th percentile rank,lower (≤25th percentile)
all,0.63,depression,23.57,23.57th,23.57th percentile rank,lower (≤25th percentile)
all,0.64,depression,24.29,24.29th,24.29th percentile rank,lower (≤25th percentile)
all,0.64,depression,24.29,24.29th,24.29th percentile rank,lower (≤25th percentile)
all,0.64,depression,25.71,25.71st,25.71st percentile rank,middle (between 25th and 75th percentile)
all,0.65,depression,25.71,25.71st,25.71st percentile rank,middle (between 25th and 75th percentile)
all,0.66,depression,25.71,25.71st,25.71st percentile rank,middle (between 25th and 75th percentile)
all,0.66,depression,25.71,25.71st,25.71st percentile rank,middle (between 25th and 75th percentile)
all,0.66,depression,27.14,27.14th,27.14th percentile rank,middle (between 25th and 75th percentile)
all,0.67,depression,27.14,27.14th,27.14th percentile rank,middle (between 25th and 75th percentile)
all,0.68,depression,27.14,27.14th,27.14th percentile rank,middle (between 25th and 75th percentile)
all,0.68,depression,27.14,27.14th,27.14th percentile rank,middle (between 25th and 75th percentile)
all,0.68,depression,29.29,29.29th,29.29th percentile rank,middle (between 25th and 75th percentile)
all,0.69,depression,29.29,29.29th,29.29th percentile rank,middle (between 25th and 75th percentile)
all,0.7,depression,29.29,29.29th,29.29th percentile rank,middle (between 25th and 75th percentile)
all,0.7,depression,29.29,29.29th,29.29th percentile rank,middle (between 25th and 75th percentile)
all,0.7,depression,29.29,29.29th,29.29th percentile rank,middle (between 25th and 75th percentile)
all,0.7,depression,30.71,30.71st,30.71st percentile rank,middle (between 25th and 75th percentile)
all,0.71,depression,30.71,30.71st,30.71st percentile rank,middle (between 25th and 75th percentile)
all,0.72,depression,31.43,31.43rd,31.43rd percentile rank,middle (between 25th and 75th percentile)
all,0.72,depression,31.43,31.43rd,31.43rd percentile rank,middle (between 25th and 75th percentile)
all,0.72,depression,32.86,32.86th,32.86th percentile rank,middle (between 25th and 75th percentile)
all,0.73,depression,32.86,32.86th,32.86th percentile rank,middle (between 25th and 75th percentile)
all,0.74,depression,33.57,33.57th,33.57th percentile rank,middle (between 25th and 75th percentile)
all,0.74,depression,34.29,34.29th,34.29th percentile rank,middle (between 25th and 75th percentile)
all,0.75,depression,34.29,34.29th,34.29th percentile rank,middle (between 25th and 75th percentile)
all,0.76,depression,34.29,34.29th,34.29th percentile rank,middle (between 25th and 75th percentile)
all,0.76,depression,35,35.00th,35.00th percentile rank,middle (between 25th and 75th percentile)
all,0.77,depression,35,35.00th,35.00th percentile rank,middle (between 25th and 75th percentile)
all,0.78,depression,35,35.00th,35.00th percentile rank,middle (between 25th and 75th percentile)
all,0.79,depression,35,35.00th,35.00th percentile rank,middle (between 25th and 75th percentile)
all,0.8,depression,35,35.00th,35.00th percentile rank,middle (between 25th and 75th percentile)
all,0.81,depression,35,35.00th,35.00th percentile rank,middle (between 25th and 75th percentile)
all,0.82,depression,36.43,36.43rd,36.43rd percentile rank,middle (between 25th and 75th percentile)
all,0.82,depression,36.43,36.43rd,36.43rd percentile rank,middle (between 25th and 75th percentile)
all,0.82,depression,36.43,36.43rd,36.43rd percentile rank,middle (between 25th and 75th percentile)
all,0.82,depression,37.86,37.86th,37.86th percentile rank,middle (between 25th and 75th percentile)
all,0.83,depression,37.86,37.86th,37.86th percentile rank,middle (between 25th and 75th percentile)
all,0.84,depression,37.86,37.86th,37.86th percentile rank,middle (between 25th and 75th percentile)
all,0.85,depression,37.86,37.86th,37.86th percentile rank,middle (between 25th and 75th percentile)
all,0.85,depression,37.86,37.86th,37.86th percentile rank,middle (between 25th and 75th percentile)
all,0.85,depression,39.29,39.29th,39.29th percentile rank,middle (between 25th and 75th percentile)
all,0.86,depression,39.29,39.29th,39.29th percentile rank,middle (between 25th and 75th percentile)
all,0.86,depression,39.29,39.29th,39.29th percentile rank,middle (between 25th and 75th percentile)
all,0.87,depression,40,40.00th,40.00th percentile rank,middle (between 25th and 75th percentile)
all,0.87,depression,40.71,40.71st,40.71st percentile rank,middle (between 25th and 75th percentile)
all,0.88,depression,40.71,40.71st,40.71st percentile rank,middle (between 25th and 75th percentile)
all,0.88,depression,40.71,40.71st,40.71st percentile rank,middle (between 25th and 75th percentile)
all,0.88,depression,40.71,40.71st,40.71st percentile rank,middle (between 25th and 75th percentile)
all,0.89,depression,42.14,42.14th,42.14th percentile rank,middle (between 25th and 75th percentile)
all,0.89,depression,42.14,42.14th,42.14th percentile rank,middle (between 25th and 75th percentile)
all,0.89,depression,44.29,44.29th,44.29th percentile rank,middle (between 25th and 75th percentile)
all,0.9,depression,44.29,44.29th,44.29th percentile rank,middle (between 25th and 75th percentile)
all,0.9,depression,44.29,44.29th,44.29th percentile rank,middle (between 25th and 75th percentile)
all,0.9,depression,44.29,44.29th,44.29th percentile rank,middle (between 25th and 75th percentile)
all,0.9,depression,44.29,44.29th,44.29th percentile rank,middle (between 25th and 75th percentile)
all,0.91,depression,45.71,45.71st,45.71st percentile rank,middle (between 25th and 75th percentile)
all,0.91,depression,46.43,46.43rd,46.43rd percentile rank,middle (between 25th and 75th percentile)
all,0.92,depression,46.43,46.43rd,46.43rd percentile rank,middle (between 25th and 75th percentile)
all,0.92,depression,46.43,46.43rd,46.43rd percentile rank,middle (between 25th and 75th percentile)
all,0.92,depression,46.43,46.43rd,46.43rd percentile rank,middle (between 25th and 75th percentile)
all,0.93,depression,48.57,48.57th,48.57th percentile rank,middle (between 25th and 75th percentile)
all,0.93,depression,48.57,48.57th,48.57th percentile rank,middle (between 25th and 75th percentile)
all,0.93,depression,48.57,48.57th,48.57th percentile rank,middle (between 25th and 75th percentile)
all,0.93,depression,50,50.00th,50.00th percentile rank,middle (between 25th and 75th percentile)
all,0.94,depression,50,50.00th,50.00th percentile rank,middle (between 25th and 75th percentile)
all,0.95,depression,50.71,50.71st,50.71st percentile rank,middle (between 25th and 75th percentile)
all,0.95,depression,50.71,50.71st,50.71st percentile rank,middle (between 25th and 75th percentile)
all,0.95,depression,52.14,52.14th,52.14th percentile rank,middle (between 25th and 75th percentile)
all,0.96,depression,52.14,52.14th,52.14th percentile rank,middle (between 25th and 75th percentile)
all,0.97,depression,52.86,52.86th,52.86th percentile rank,middle (between 25th and 75th percentile)
all,0.97,depression,53.57,53.57th,53.57th percentile rank,middle (between 25th and 75th percentile)
all,0.98,depression,53.57,53.57th,53.57th percentile rank,middle (between 25th and 75th percentile)
all,0.99,depression,53.57,53.57th,53.57th percentile rank,middle (between 25th and 75th percentile)
all,0.99,depression,53.57,53.57th,53.57th percentile rank,middle (between 25th and 75th percentile)
all,0.99,depression,55,55.00th,55.00th percentile rank,middle (between 25th and 75th percentile)
all,1,depression,55,55.00th,55.00th percentile rank,middle (between 25th and 75th percentile)
all,1.01,depression,55.71,55.71st,55.71st percentile rank,middle (between 25th and 75th percentile)
all,1.01,depression,55.71,55.71st,55.71st percentile rank,middle (between 25th and 75th percentile)
all,1.01,depression,55.71,55.71st,55.71st percentile rank,middle (between 25th and 75th percentile)
all,1.02,depression,57.86,57.86th,57.86th percentile rank,middle (between 25th and 75th percentile)
all,1.03,depression,57.86,57.86th,57.86th percentile rank,middle (between 25th and 75th percentile)
all,1.03,depression,57.86,57.86th,57.86th percentile rank,middle (between 25th and 75th percentile)
all,1.03,depression,57.86,57.86th,57.86th percentile rank,middle (between 25th and 75th percentile)
all,1.03,depression,57.86,57.86th,57.86th percentile rank,middle (between 25th and 75th percentile)
all,1.03,depression,60,60.00th,60.00th percentile rank,middle (between 25th and 75th percentile)
all,1.04,depression,60,60.00th,60.00th percentile rank,middle (between 25th and 75th percentile)
all,1.05,depression,60,60.00th,60.00th percentile rank,middle (between 25th and 75th percentile)
all,1.05,depression,60,60.00th,60.00th percentile rank,middle (between 25th and 75th percentile)
all,1.05,depression,60,60.00th,60.00th percentile rank,middle (between 25th and 75th percentile)
all,1.06,depression,62.14,62.14th,62.14th percentile rank,middle (between 25th and 75th percentile)
all,1.06,depression,62.14,62.14th,62.14th percentile rank,middle (between 25th and 75th percentile)
all,1.06,depression,62.14,62.14th,62.14th percentile rank,middle (between 25th and 75th percentile)
all,1.06,depression,63.57,63.57th,63.57th percentile rank,middle (between 25th and 75th percentile)
all,1.07,depression,63.57,63.57th,63.57th percentile rank,middle (between 25th and 75th percentile)
all,1.08,depression,63.57,63.57th,63.57th percentile rank,middle (between 25th and 75th percentile)
all,1.09,depression,64.29,64.29th,64.29th percentile rank,middle (between 25th and 75th percentile)
all,1.09,depression,64.29,64.29th,64.29th percentile rank,middle (between 25th and 75th percentile)
all,1.1,depression,65,65.00th,65.00th percentile rank,middle (between 25th and 75th percentile)
all,1.1,depression,65,65.00th,65.00th percentile rank,middle (between 25th and 75th percentile)
all,1.11,depression,66.43,66.43rd,66.43rd percentile rank,middle (between 25th and 75th percentile)
all,1.12,depression,66.43,66.43rd,66.43rd percentile rank,middle (between 25th and 75th percentile)
all,1.12,depression,66.43,66.43rd,66.43rd percentile rank,middle (between 25th and 75th percentile)
all,1.12,depression,66.43,66.43rd,66.43rd percentile rank,middle (between 25th and 75th percentile)
all,1.12,depression,66.43,66.43rd,66.43rd percentile rank,middle (between 25th and 75th percentile)
all,1.13,depression,68.57,68.57th,68.57th percentile rank,middle (between 25th and 75th percentile)
all,1.14,depression,69.29,69.29th,69.29th percentile rank,middle (between 25th and 75th percentile)
all,1.15,depression,69.29,69.29th,69.29th percentile rank,middle (between 25th and 75th percentile)
all,1.15,depression,70,70.00th,70.00th percentile rank,middle (between 25th and 75th percentile)
all,1.16,depression,70,70.00th,70.00th percentile rank,middle (between 25th and 75th percentile)
all,1.16,depression,70.71,70.71st,70.71st percentile rank,middle (between 25th and 75th percentile)
all,1.17,depression,70.71,70.71st,70.71st percentile rank,middle (between 25th and 75th percentile)
all,1.18,depression,72.14,72.14th,72.14th percentile rank,middle (between 25th and 75th percentile)
all,1.19,depression,72.14,72.14th,72.14th percentile rank,middle (between 25th and 75th percentile)
all,1.19,depression,72.14,72.14th,72.14th percentile rank,middle (between 25th and 75th percentile)
all,1.19,depression,72.14,72.14th,72.14th percentile rank,middle (between 25th and 75th percentile)
all,1.19,depression,73.57,73.57th,73.57th percentile rank,middle (between 25th and 75th percentile)
all,1.2,depression,73.57,73.57th,73.57th percentile rank,middle (between 25th and 75th percentile)
all,1.2,depression,73.57,73.57th,73.57th percentile rank,middle (between 25th and 75th percentile)
all,1.2,depression,75,75.00th,75.00th percentile rank,middle (between 25th and 75th percentile)
all,1.21,depression,75,75.00th,75.00th percentile rank,middle (between 25th and 75th percentile)
all,1.22,depression,75,75.00th,75.00th percentile rank,middle (between 25th and 75th percentile)
all,1.22,depression,75,75.00th,75.00th percentile rank,middle (between 25th and 75th percentile)
